line,title,author,cited_num,relate,reverse_relate
Upregulation of Gal/GalNAc macrophage lectin in chronically rejecting rat cardiac allografts with arteriosclerosis,Chronic cardiac rejection in the LEW to F344 rat model. Blockade of CD28-B7 costimulation by CTLA4Ig modulates T cell and macrophage activation and attenuates …,WW Hancock,177,38.46%,20.83%
Chronic cardiac rejection: Identification of five upregulated genes in transplanted hearts by differential mRNA display,Chronic cardiac rejection: identification of five upregulated genes in transplanted hearts by differential mRNA display,,140,93.33%,93.33%
Identification by differential display of alpha 6 integrin as a candidate tumor suppressor gene.,Identification by differential display of alpha 6 integrin as a candidate tumor suppressor gene.,,189,100.00%,100.00%
Distribution and cloning of eukayotic mRNAs by means of differential display: refinements and optimization.,Distribution and cloning of eukaryotic mRNAs by means of differential display: refinements and optimization,,1160,85.71%,85.71%
Differential display of eukaryotic mRNA by means of the polymerase chain reaction,Differential display of eukaryotic messenger RNA by means of the polymerase chain reaction,,6696,91.67%,84.62%
Differential display and cloning of mRNAs from human breast cancer vs. mammary epithelial cells,Differential display and cloning of messenger RNAs from human breast cancer versus mammary epithelial cells,K Keyomarsi,436,85.71%,80.00%
Assignment of nucleotide binding sites and the mechanism of substrate inhibition of Escherichia coli adenylate kinase,Assignment of the nucleotide binding sites and the mechanism of substrate inhibition of Escherichia coli adenylate kinase,GN Phillips,34,106.25%,94.12%
Efficient cloning of a mutant adenylate-kinase-encoding gene from Escherichia coli,Efficient cloning of a mutant adenylate-kinase-encoding gene from Escherichia coli,,9,100.00%,100.00%
Crystalization and preliminary X-ray analysis of Escherichia coli adenylate kinase,Crystallization and preliminary X-ray analysis of Escherichia coli adenylate kinase,,11,90.00%,90.00%
Rapid recovery and Identification of a temperature- sensitive adenylate kinase gene from Escherichia coli,A genome‐wide strategy for the identification of essential genes in Staphylococcus aureus,,421,7.14%,8.33%
"""Hierarchical Tone Mapping Based",Hierarchical tone mapping based on image colour appearance model,J Xiao W Li Y Zhang,13,0.00%,0.00%
"On Image Colour Appearance Model""",The structure of the CIE 1997 colour appearance model (CIECAM97s),MR Luo,243,0.00%,0.00%
""" A Bi-level Voronoi Diagram-Based",A bi-level Voronoi diagram-based metaheuristic for a large-scale multi-depot vehicle routing problem,W Tu Q Li SL Shaw BY Chen,25,40.00%,16.67%
"Metaheuristic for a Large-Scale Multi-Deport Vehicle Routing Problem""",A Genetic Algorithm for Integrated Berth Allocation and Quay Crane Assignment Problems in Container Terminals,,0,12.50%,6.67%
""" A Sensor-Fusion Drivable-Region",A sensor-fusion drivable-region and lane-detection system for autonomous vehicle navigation in challenging road scenarios,L Chen SL Shaw A Nuchter,65,25.00%,7.14%
and Lane Detection System for Autonomous Vehicle Navigation in Challenging Road,A sensor-fusion drivable-region and lane-detection system for autonomous vehicle navigation in challenging road scenarios,Q Li L Chen SL Shaw,65,27.27%,21.43%
"Scenarios""",Global biodiversity scenarios for the year 2100,OE Sala JJ Armesto E Berlow,6333,0.00%,0.00%
Book review: Daily spatial mobilities: physical and virtual,Daily spatial mobilities: Physical and virtual,A Kellerman,44,62.50%,83.33%
"""Map-matching",An introduction to map matching for personal navigation assistants,D Bernstein,287,0.00%,0.00%
"algorithm for large-scale low-frequency floating car data""",Map-matching algorithm for large-scale low-frequency floating car data,BY Chen H Yuan,56,85.71%,75.00%
Reliable space-time prisms under travel time uncertainty,Reliable space–time prisms under travel time uncertainty,BY Chen Q Li D Wang SL Shaw,19,85.71%,85.71%
"""A space-time efficiency model for",Space-time coded OFDM for high data-rate wireless communication over wideband channels,D Agrawal A Naguib,733,20.00%,9.09%
"optimizing intra-intersection vehicle-pedestrian evacuation movements""",A space–time efficiency model for optimizing intra-intersection vehicle–pedestrian evacuation movements,Q Li LD Han SL Shaw,22,60.00%,30.00%
"""A Voronoi neighborhood-",Neighborhood-based topology recognition in sensor networks,SP Fekete A Kröller D Pfisterer S Fischer,205,0.00%,0.00%
based search heuristic for distance/capacity constrained very large vehicle routing,A Voronoi neighborhood-based search heuristic for distance/capacity constrained very large vehicle routing problems,W Tu Q Li SL Shaw S Chen,7,90.00%,69.23%
""" Clustering of temporal event",Temporal event clustering for digital photo collections,M Cooper A Girgensohn,361,20.00%,14.29%
"Guest Editorial Introduction: Time geography – its past, present and future","[CITATION][C] Guest editorial introduction: time geography–its past, present and future",SL Shaw,20,45.45%,50.00%
"""Spatiotemporal analysis of critical","Spatiotemporal analysis of critical transportation links based on time geographic concepts: a case study of critical bridges in Wuhan, China",SL Shaw W Tu Q Li,38,125.00%,15.00%
transportation links based on time geographic concepts: a case study of critical bridges,"Spatiotemporal analysis of critical transportation links based on time geographic concepts: a case study of critical bridges in Wuhan, China",SL Shaw W Tu Q Li,38,115.38%,65.00%
"in Wuhan, China""","Distribution and speciation of heavy metals in sediments from the mainstream, tributaries, and lakes of the Yangtze River catchment of Wuhan, China",Z Shen,270,66.67%,9.09%
"""A GIS data model for landmark-based",A GIS data model for landmark-based pedestrian navigation,Q Li SL Shaw,35,83.33%,62.50%
"pedestrian navigation""",Pedestrian navigation aids: information requirements and design implications,AJ May T Ross,280,0.00%,0.00%
""" Progress and prospects of geographic information systems for",Geographic information systems and science,P Longley,3674,33.33%,60.00%
"transportation, in Q. Li et al. (eds.)""",Heat transfer enhancement of nanofluids,,2027,0.00%,0.00%
""" Technology and Research Frontiers of","NOx control from stationary sources: overview of regulations, technology, and research frontiers",,27,33.33%,16.67%
"Geographic Information Systems for Transportation""",Geographic information systems for transportation: principles and applications,HJ Miller SL Shaw,633,40.00%,25.00%
"""A",A revised European-American classification of lymphoid neoplasms: a proposal from the International Lymphoma Study Group,ES Jaffe,7499,0.00%,0.00%
framework of integrating GIS and parallel computing for spatial control problems – a,A framework of integrating GIS and parallel computing for spatial control problems–a case study of wildfire control,SL Shaw D Wang,20,92.31%,58.82%
"case study of wildfire control""",A framework of integrating GIS and parallel computing for spatial control problems–a case study of wildfire control,SL Shaw D Wang,20,100.00%,23.53%
""" Guest Editorial - Geographic information systems for transportation: an",An update on planning support systems,CJ Pettit,98,10.00%,16.67%
"introduction""",[CITATION][C] An introduction to multivariate statistical analysis,,17998,0.00%,0.00%
"""Exploratory data analysis of",Exploratory data analysis,,16582,50.00%,66.67%
"activity diary data: a space-time GIS approach""",Exploratory data analysis of activity diary data: a space–time GIS approach,SL Shaw,111,71.43%,45.45%
"""Potential effects of ICT on face-to-face meeting",Potential effects of ICT on face-to-face meeting opportunities: a GIS-based time-geographic approach,SL Shaw,36,85.71%,50.00%
"opportunities: A GIS-based time-geographic exploratory approach""",Geovisualization of human activity patterns using 3D GIS: a time-geographic approach,MP Kwan,295,16.67%,9.09%
Measuring segregation: an activity space approach,Measuring segregation: An activity space approach,DWS Wong SL Shaw,93,83.33%,83.33%
""". GIS designs for studying human activities in a space-time context,",GIS designs for studying human activities in a space-time context,SL Shaw,3,81.82%,90.00%
"in T. Nyerges, H. Couclelis, and R. McMaster (eds.)""",Geographic information systems and society: A twenty year research perspective,H Couclelis,5,11.11%,10.00%
""" Geographic information systems for transportation: from a static past to a",Geographic information systems for transportation: from a static past to a dynamic future,SL Shaw,15,91.67%,84.62%
"dynamic future""",Translocation and reversible localization of signaling proteins: a dynamic future for signal transduction,MN Teruel T Meyer,231,50.00%,7.69%
"""A sensitive indicator of regional space-time",Olive phenology as a sensitive indicator of future climatic warming in the Mediterranean,CP Osborne I Chuine,153,50.00%,23.08%
"accessibility""",The interpretation of protein structures: estimation of static accessibility,,5895,0.00%,0.00%
"""Guest Editorial - Time geography and urban","Guest editorial: health, equity, and the built environment",H Frumkin,131,14.29%,12.50%
"planning: an introduction""",[CITATION][C] Language planning: An introduction,,341,33.33%,20.00%
"""A GIS-based time-geographic approach of",A GIS-based time-geographic approach of studying individual activities and interactions in a hybrid physical–virtual space,SL Shaw,183,80.00%,26.67%
"studying individual activities and interactions in a hybrid physical-virtual space""",A GIS-based time-geographic approach of studying individual activities and interactions in a hybrid physical–virtual space,SL Shaw,183,80.00%,53.33%
"GIS implementation, in B. Warf (ed.)",Encyclopedia of human geography,B Warf,103,0.00%,0.00%
Implications of location-based service on human activities,Evolution of mobile location-based services,B Rao,590,28.57%,40.00%
"""Modeling of taxi drivers’ experience",Modeling urban taxi services in congested road networks with elastic demand,H Yang,130,20.00%,9.09%
"for routing applications""","Vehicle routing: problems, methods, and applications",P Toth D Vigo,3769,0.00%,0.00%
"""China’s airline consolidation and its effects on",China's airline consolidation and its effects on domestic airline networks and competition,SL Shaw,46,114.29%,50.00%
"domestic airline networks and competition""",China's airline consolidation and its effects on domestic airline networks and competition,SL Shaw,46,120.00%,33.33%
"""A GIS-based time-geographic approach of studying individual",A GIS-based time-geographic approach of studying individual activities and interactions in a hybrid physical–virtual space,SL Shaw,183,85.71%,40.00%
"activities and interactions in a hybrid physical-virtual space""",A GIS-based time-geographic approach of studying individual activities and interactions in a hybrid physical–virtual space,SL Shaw,183,75.00%,40.00%
"Transportation and land use, in R. Kitchin and N. Thrift (eds.)",A dictionary of human geography,N Castree R Kitchin,122,0.00%,0.00%
"""Method 3 - Geographic information systems for",Kriging: a method of interpolation for geographical information systems,,1081,42.86%,33.33%
"transportation (GIS-T), in J-P Rodrigue, C. Comtois and B. Slack""",The geography of transport systems,JP Rodrigue,1693,0.00%,0.00%
""" A space-time GIS approach to exploring large",A space‐time GIS approach to exploring large individual‐based spatiotemporal datasets,SL Shaw,104,75.00%,60.00%
"individual-based spatiotemporal datasets""",A space‐time GIS approach to exploring large individual‐based spatiotemporal datasets,SL Shaw,104,33.33%,10.00%
""". Exploring potential human interactions in physical and virtual",Exploring potential human activities in physical and virtual spaces: a spatio‐temporal GIS approach,SL Shaw,200,77.78%,53.85%
"spaces: A spatiotemporal GIS approach""",Exploring potential human activities in physical and virtual spaces: a spatio‐temporal GIS approach,SL Shaw,200,40.00%,15.38%
"""A GIS-based spatial decision support system for tourists of the",A GIS-based spatial decision support system for tourists of Great Smoky Mountains National Park,SL Shaw,105,80.00%,57.14%
"Great Smoky Mountains National Park""",Fire history of the westernmost portion of Great Smoky Mountains National Park,,183,80.00%,33.33%
"""Revisiting Hägerstrand’s time-geographic framework for",Revisiting Hägerstrand's time-geographic framework for individual activities in the age of instant access,SL Shaw,64,60.00%,23.08%
"individual activities in the age of instant access, in H.J. Miller (ed.)""",Revisiting Hägerstrand's time-geographic framework for individual activities in the age of instant access,SL Shaw,64,58.33%,61.54%
Visual exploratory data analysis of traffic volume,Visual exploratory data analysis of traffic volume,W Han J Wang SL Shaw,6,100.00%,100.00%
""" Method 2 - Geographic information systems for transportation (GIS-T), in",Potential contributions of spatial analysis to geographic information systems for transportation (GIS‐T),HJ Miller,181,36.36%,33.33%
"J-P Rodrigue, C. Comtois and B. Slack""",The geography of transport systems,JP Rodrigue,1693,0.00%,0.00%
What about “time” in transportation geography?,The geography of transport systems,JP Rodrigue,1693,0.00%,0.00%
"""Spatial patterns of domestic passenger transport",Spatial Patterns of Domestic Passenger Transport and Competitive Situation for Chinese Civil Airlines [J],S SHAW J CHEN,4,16.67%,7.14%
"and competitive situations of Chinese civil airlines""",China's airline consolidation and its effects on domestic airline networks and competition,SL Shaw,46,28.57%,8.33%
Pd-Catalyzed Asymmetric Hydrogenation of Unprotected Indoles Activated by Bronsted Acids,Pd-catalyzed asymmetric hydrogenation of unprotected indoles activated by Brønsted acids,DS Wang,159,20.00%,20.00%
Iridium-catalyzed asymmetric hydrogenation of quinoline derivatives with C3*-TunePhos,Iridium‐Catalyzed Asymmetric Hydrogenation of Quinoline Derivatives with C3*‐TunePhos,,40,25.00%,25.00%
Design and synthesis of a novel three-hindered quadrant bisphosphine ligand and its application in asymmetric hydrogenation,Design and synthesis of a novel three-hindered quadrant bisphosphine ligand and its application in asymmetric hydrogenation,K Huang,22,100.00%,100.00%
Charge-transfer effect on chiral phosphoric acid catalyzed asymmetric Baeyer-Villiger oxidation of 3-substituted cyclobutanones using 30% aqueous H2O2 as the oxidant,Charge‐Transfer Effect on Chiral Phosphoric Acid Catalyzed Asymmetric Baeyer‐Villiger Oxidation of 3‐Substituted Cyclobutanones Using 30% Aqueous H2O2 as …,S Xu,6,20.00%,22.22%
"Synthesis of a new type of P,N-ligand with a spiro skeleton for Ir-catalyzed asymmetric hydrogenations","Synthesis of a new type of P, N-ligand with a spiro skeleton for Ir-catalyzed asymmetric hydrogenations",,14,93.33%,87.50%
Developing chiral phosphorus ligands for asymmetric hydrogenations,Developing chiral phosphorus ligands for asymmetric hydrogenations,W Li,13,100.00%,100.00%
Asymmetric hydrogenation of ketones catalyzed by a ruthenium(II)-indan-ambox complex,Asymmetric hydrogenation of ketones catalyzed by a ruthenium (II)-indan–ambox complex,,25,88.89%,80.00%
Enantioselective hydrogenation of á -dehydroamino acid esters catalyzed by rhodium complexes with chiral bisaminophosphine ligands,Chapter Two-Helical Phosphorus Derivatives: Synthesis and Applications,,4,0.00%,0.00%
Highly efficient RhI-catalyzed asymmetric hydrogenation of ß -amino acrylonitriles,Highly efficient Rh (I)-catalyzed asymmetric hydrogenation of enamines using monodente spiro phosphonite ligands,,73,55.56%,38.46%
Synthesis and Application of Tetraphosphane Ligands in Rhodium-Catalyzed Hydroformylation of Terminal Olefins: High Regioselectivity at High Temperature,Synthesis and Application of Tetraphosphane Ligands in Rhodium‐Catalyzed Hydroformylation of Terminal Olefins: High Regioselectivity at High Temperature,X Zhang,31,94.12%,94.12%
Mechanistic investigation of chiral phosphoric acid catalyzed asymmetric Baeyer-Villiger reaction of 3-substituted cyclobutanones with H2O2 as the oxidant,Mechanistic Investigation of Chiral Phosphoric Acid Catalyzed Asymmetric Baeyer–Villiger Reaction of 3‐Substituted Cyclobutanones with H2O2 as the Oxidant,S Xu,69,38.89%,38.89%
Synthesis and Application of Modular Phosphine-Phosphoramidite Ligands in Asymmetric Hydroformylation: Structure-Selectivity Relationship,Synthesis and Application of Modular Phosphine–Phosphoramidite Ligands in Asymmetric Hydroformylation: Structure–Selectivity Relationship,X Zhang,4,83.33%,83.33%
"Axial chirality control by 2,4-pentanediol for the alternative synthesis of C3*-TunePhos chiral diphosphine ligands and their applications in highly enantioselective ruthenium-catalyzed hydrogenation of beta-keto esters","Axial Chirality Control by 2, 4‐Pentanediol for the Alternative Synthesis of C3*‐TunePhos Chiral Diphosphine Ligands and Their Applications in Highly …",,17,28.00%,40.00%
Highly regioselective and rapid hydroformylation of alkyl acrylates catalyzed by a rhodium complex with a tetraphosphorus ligand,Highly Regioselective and Rapid Hydroformylation of Alkyl Acrylates Catalyzed by a Rhodium Complex with a Tetraphosphorus Ligand,,25,41.18%,41.18%
Enantioselective Hydrogenation of Allylphthalimides: An Efficient Method for the Synthesis of ?-Methyl Chiral Amines,Enantioselective Hydrogenation of Allylphthalimides: An Efficient Method for the Synthesis of β‐Methyl Chiral Amines,,35,92.86%,92.86%
Practical Synthesis of Enantiopure ?-Amino Alcohols by Rhodium-Catalyzed Asymmetric Hydrogenation of ?-Secondary-Amino Ketones,Practical Synthesis of Enantiopure γ‐Amino Alcohols by Rhodium‐Catalyzed Asymmetric Hydrogenation of β‐Secondary‐Amino Ketones,,84,76.92%,76.92%
Highly Enantioselective Asymmetric Hydrogenation of ?-Phthalimide Ketone: An Efficient Entry to Enantiomerically Pure Amino Alcohols,Highly Enantioselective asymmetric hydrogenation of α-phthalimide ketone: an efficient entry to enantiomerically pure amino alcohols,M He,99,26.67%,26.67%
"Novel Rhodium-Catalyzed Cycloisomerization of 1,6-Enynes with an Intramolecular Halogen Shift","Novel rhodium-catalyzed cycloisomerization of 1, 6-enynes with an intramolecular halogen shift",,58,40.00%,36.36%
Enantioselective Hydrogenation of Tetrasubstituted Olefins of Cyclic ?-(Acylamino)acrylates,Enantioselective hydrogenation of tetrasubstituted olefins of cyclic β-(acylamino) acrylates,W Tang,153,37.50%,33.33%
""" Validation of",Single-crystal structure validation with the program PLATON,,13985,0.00%,0.00%
"MODIS cloud microphysical Properties with in situ measurements over the Southeast Pacific""",Assessment of MODIS cloud effective radius and optical thickness retrievals over the Southeast Pacific with VOCALS‐REx in situ measurements,D Painemal P Zuidema,83,75.00%,47.37%
"Aerosol concentration and size distribution measured below, in, and above cloud from the DOE G-1 during VOCALS-REx","Aerosol concentration and size distribution measured below, in, and above cloud from the DOE G-1 during VOCALS-REx",PH Daum,29,100.00%,100.00%
"""Retrieval of the single scattering albedo in the El Paso-Juarez Airshed using the TUV model",Retrieval of the single scattering albedo in the El Paso-Juarez Airshed using the TUV model and a UV-MFRSR radiometer,RM Fitzgerald,11,93.33%,73.68%
"and a UV-MFRSR radiometer, Atmospheric Environment """,Aerosol single scattering albedo retrieved from measurements of surface UV irradiance and a radiative transfer model,,78,28.57%,12.50%
""" Retrievals",Column atmospheric water vapor and vegetation liquid water retrievals from airborne imaging spectrometer data,,489,0.00%,0.00%
of cloud optical depth and effective radius from Thin-Cloud Rotating Shadowband Radiometer (TCRSR),Retrievals of cloud optical depth and effective radius from Thin‐Cloud Rotating Shadowband Radiometer measurements,B Yin,4,84.62%,78.57%
"Measurements""",[CITATION][C] Take field measurements as required to fit the Work properly,,177,0.00%,0.00%
Factors controlling CO2 exchange in a middle latitude forest,Factors controlling CO2 exchange in a middle latitude forest,,2,100.00%,100.00%
"""Spatial features of rain frequency change and",CMORPH: A method that produces global precipitation estimates from passive microwave and infrared data at high spatial and temporal resolution,PA Arkin,1533,28.57%,5.00%
"pollution and associated aerosols,""","Respiratory hospital admissions and summertime haze air pollution in Toronto, Ontario: consideration of the role of acid aerosols",GD Thurston,367,50.00%,11.11%
""" Design of a",Participatory design: Principles and practices,D Schuler,2293,0.00%,0.00%
"Shadowband Spectral Radiometer for the Retrieval of Thin Cloud Optical Depth, Liquid Water Path, and the",Retrievals of thin cloud optical depth from a multifilter rotating shadowband radiometer,,56,6.25%,8.33%
"Effective Radius""",Determination of the optical thickness and effective particle radius of clouds from reflected solar radiation measurements. Part I: Theory,T Nakajima MD King,933,0.00%,0.00%
""" El Niño–Induced Changes in Rainfall Vertical Structure in the",Indian Ocean capacitor effect on Indo–western Pacific climate during the summer following El Niño,SP Xie K Hu H Tokinaga Y Du,675,20.00%,14.29%
"East Pacific""",Iron deficiency limits phytoplankton growth in the north-east Pacific subarctic,,1885,0.00%,0.00%
"""Critical Evaluation of",Critical evaluation of the Newcastle-Ottawa scale for the assessment of the quality of nonrandomized studies in meta-analyses,,8273,100.00%,5.88%
"the ISCCP Simulator Using Ground-Based Remote Sensing Data""",Critical evaluation of the ISCCP simulator using ground-based remote sensing data,,24,25.00%,18.18%
Impacts of mineral dust on the vertical structure of precipitation,Impacts of mineral dust on the vertical structure of precipitation,R Li,12,100.00%,100.00%
Retrieval of the single scattering albedo in the El Paso-Juarez Airshed using the TUV model and a UV-MFRSR radiometer,Retrieval of the single scattering albedo in the El Paso-Juarez Airshed using the TUV model and a UV-MFRSR radiometer,RM Fitzgerald,11,100.00%,100.00%
""" A polarized radiative transfer model based on successive order of",A polarized radiative transfer model based on successive order of scattering,,23,90.91%,90.91%
"scattering""","Microwave remote sensing: active and passive. Vol. 2, Radar remote sensing and surface scattering and emission theory",FT Ulaby AK Fung,6682,0.00%,0.00%
"""Remote sensing vegetation hydrological states using passive microwave",Remote sensing vegetation hydrological states using passive microwave measurements,R Li,9,87.50%,77.78%
"measurements""",[CITATION][C] Take field measurements as required to fit the Work properly,,177,0.00%,0.00%
Estimations of climate sensitivity based on top-of-atmosphere radiation imbalance,Estimations of climate sensitivity based on top-of-atmosphere radiation imbalance,L Chambers,24,100.00%,100.00%
"""Estimation of evapotranspiration in a mid-latitude forest using the Microwave",Estimation of evapotranspiration in a mid-latitude forest using the Microwave Emissivity Difference Vegetation Index (EDVI),R Li,20,90.00%,60.00%
"Emissivity Difference Vegetation Index (EDVI)""",Estimation of evapotranspiration in a mid-latitude forest using the Microwave Emissivity Difference Vegetation Index (EDVI),R Li,20,80.00%,26.67%
""" Evidence of mineral dust",Evidence of mineral dust altering cloud microphysics and precipitation,R Li,53,80.00%,44.44%
"altering cloud microphysics and precipitation""","Aerosols, cloud microphysics, and fractional cloudiness",,3134,40.00%,33.33%
"An assessment of aerosol-cloud interactions in marine stratus clouds based on surface remote sensing,",An assessment of aerosol‐cloud interactions in marine stratus clouds based on surface remote sensing,G Feingold,91,85.71%,85.71%
"""Surface-based observation of aerosol indirect effect in the Mid-",Surface‐based observation of aerosol indirect effect in the Mid‐Atlantic region,,7,77.78%,70.00%
"Atlantic region""",Oxygen isotope calibration of the onset of ice-rafting and history of glaciation in the North Atlantic region,J Backman,1001,50.00%,5.88%
"""Estimating fractional sky cover from spectral",Estimating fractional sky cover from spectral measurements,T Wang CN Long,28,83.33%,71.43%
"measurements""",[CITATION][C] Take field measurements as required to fit the Work properly,,177,0.00%,0.00%
"""Retrieving optical depths of optically thin and mixed-phase clouds from MFRSR",Retrieving optical depths of optically thin and mixed‐phase clouds from MFRSR measurements,T Wang,20,81.82%,75.00%
"measurements""",[CITATION][C] Take field measurements as required to fit the Work properly,,177,0.00%,0.00%
Clouds modulate terrestrial carbon uptake in a midlatitude hardwood forest,Clouds modulate terrestrial carbon uptake in a midlatitude hardwood forest,,20,100.00%,100.00%
"""Numerical studies of scattering properties of leaves and leaf",Numerical studies of scattering properties of leaves and leaf moisture influences on the scattering at microwave wavelengths,W Sun Y Hu,5,100.00%,47.06%
"moisture influences on the scattering at microwave wavelength""",Passive microwave soil moisture research,,258,25.00%,40.00%
"""The role of adiabaticity in the aerosol first",The role of adiabaticity in the aerosol first indirect effect,SE Schwartz,63,87.50%,70.00%
"indirect effect""",Confidence limits for the indirect effect: Distribution of the product and resampling methods,DP MacKinnon,3725,50.00%,7.69%
Seasonal Variation of Cloud Systems over ARM SGP,Seasonal variation of cloud systems over ARM SGP,,12,62.50%,62.50%
Thin Liquid Water Clouds: Their Importance and Our Challenge,Thin liquid water clouds: Their importance and our challenge,DD Turner,142,33.33%,33.33%
"NOAA Center for Atmospheric Sciences (NCAS): Programs and Achievements""",The NOAA Center for Atmospheric Sciences (NCAS): Programs and achievements,,6,88.89%,80.00%
Determination of spring onset and growing season duration using satellite measurements,Onset of spring starting earlier across the Northern Hemisphere,MD Schwartz R Ahas A Aasa,688,18.18%,22.22%
"Cloud radiative forcing at the Atmospheric Radiation Measurement Program Climate Research Facility: 1. Technique, validation, and comparison to satellite-derived diagnostic quantities","Cloud radiative forcing at the Atmospheric Radiation Measurement Program Climate Research Facility: 1. Technique, validation, and comparison to satellite …",,88,85.71%,94.74%
"""Aerosol indirect effect",GCM simulations of the aerosol indirect effect: Sensitivity to cloud parameterization and aerosol burden,ADD Genio,223,33.33%,7.14%
"studies at Southern Great Plains during the May 2003 Intensive Operations Period""",Aerosol indirect effect studies at Southern Great Plains during the May 2003 intensive operations period,G Feingold R Furrer,58,75.00%,60.00%
Remote sensing of evapotranspiration and carbon uptake at Harvard Forest,Remote sensing of evapotranspiration and carbon uptake at Harvard Forest,,49,100.00%,100.00%
""" Cloud Radiative Forcing at the ARM Climate Research Facility: Part 1.","Cloud Radiative Forcing at the ARM Climate Research Facility. Part 1; Technique, Validation, and Comparison to Satellite-derived Diagnostic Quantities",,7,75.00%,47.37%
"Technique, Validation, and Comparison to Satellite-Derived Diagnostic Quantities""","… Atmospheric Radiation Measurement Program Climate Research Facility: 1. Technique, validation, and comparison to satellite‐derived diagnostic quantities",,88,37.50%,18.75%
"""Simultaneously retrieving cloud optical depth and effective radius for",Simultaneously retrieving cloud optical depth and effective radius for optically thin clouds,,20,88.89%,66.67%
"optically thin clouds""",Analysis of lidar backscatter profiles in optically thin clouds,,191,66.67%,22.22%
Impacts of aerosols and clouds on forest-atmosphere carbon exchange,Impacts of aerosols and clouds on forest‐atmosphere carbon exchange,,68,88.89%,88.89%
"""Development of land surface albedo parameterization based on Moderate Resolution Imaging",Development of land surface albedo parameterization based on Moderate Resolution Imaging Spectroradiometer (MODIS) data,XZ Liang,72,90.91%,71.43%
"Spectroradiometer (MODIS) data""",Evaluation of the onset of green-up in temperate deciduous broadleaf forests derived from Moderate Resolution Imaging Spectroradiometer (MODIS) data,K Soudani C François,131,66.67%,10.53%
"""A fast radiative transfer model for simulating high-resolution absorption",A fast radiative transfer model for simulating high‐resolution absorption bands,J Li,26,77.78%,70.00%
"bands""",Core decompression with bone grafting for osteonecrosis of the femoral head.,,257,0.00%,0.00%
"""A semi-analytic technique to speed up successive order of scattering model for",A semi-analytic technique to speed up successive order of scattering model for optically thick media,,18,91.67%,73.33%
"optically thick media""",Monte Carlo study of light propagation in optically thick media: point source case,,73,66.67%,15.38%
"""Accounting for Unresolved Clouds in a 1D Solar Radiative",Accounting for unresolved clouds in a 1‐D solar radiative‐transfer model,J Li,34,33.33%,30.00%
"Transfer Model""",Simulation of solute transport in a mountain pool‐and‐riffle stream with a kinetic mass transfer model for sorption,,853,0.00%,0.00%
"""Comparison of cirrus optical depths derived from GOES 8 and surface",Comparison of cirrus optical depths derived from GOES 8 and surface measurements,P Minnis,36,90.91%,83.33%
"measurements""",[CITATION][C] Take field measurements as required to fit the Work properly,,177,0.00%,0.00%
""" Retrieval of atmospheric optical depth profiles from downward-looking high-",Retrieval of atmospheric optical depth profiles from downward-looking high-resolution O2 A-band measurements: Optically thin conditions,,11,80.00%,53.33%
"resolution O2 A-band measurements: optically thin conditions""",A fast method for retrieval of cloud parameters using oxygen A band measurements from the Global Ozone Monitoring Experiment,,303,0.00%,0.00%
"""A successive order of scattering model for solving vector radiative transfer in the",A successive order of scattering model for solving vector radiative transfer in the atmosphere,,57,92.31%,85.71%
"atmosphere""",[CITATION][C] National Oceanic and Atmospheric Administration,,361,0.00%,0.00%
""" A high-resolution oxygen A-band and water",An oxygen-rich dust disk surrounding an evolved star in the Red Rectangle,H Van Winckel,224,0.00%,0.00%
"vapor band spectrometer""",Cirrus cloud detection from airborne imaging spectrometer data using the 1.38 µm water vapor band,,198,66.67%,13.33%
"""Retrievals of thin cloud optical depth from a multifilter rotating",Retrievals of thin cloud optical depth from a multifilter rotating shadowband radiometer,,56,90.00%,75.00%
"shadowband radiometer""",Remote sensing of atmospheric aerosols and trace gases by means of Multifilter Rotating Shadowband Radiometer. Part I: Retrieval algorithm,AA Lacis,87,0.00%,0.00%
"""Effective radius of cloud droplets by ground-based",Effective radius of cloud droplets by ground‐based remote sensing: Relationship to aerosol,SE Schwartz,96,71.43%,41.67%
"remote sensing: Relationship to aerosol""",Effective radius of cloud droplets by ground‐based remote sensing: Relationship to aerosol,SE Schwartz,96,80.00%,33.33%
"""Photon path length distributions inferred from rotating shadowband",Photon path length distributions inferred from rotating shadowband spectrometer measurements at the Atmospheric Radiation Measurements Program …,,18,87.50%,43.75%
"spectrometer measurements at the Atmospheric Radiation Measurements Program Southern Great Plains site""",… aerosol measurements from the Department of Energy's Atmospheric Radiation measurement Program Southern Great Plains Cloud and Radiation Testbed site,DJ Delene,172,75.00%,42.11%
"""Validation of surface retrieved cloud optical properties with in situ",Validation of surface retrieved cloud optical properties with in situ measurements at the Atmospheric Radiation Measurement Program (ARM) South Great …,,43,90.00%,45.00%
"measurementsat the Atmospheric Radiation Measurement Program (ARM) South Great Plains site""",… of surface retrieved cloud optical properties with in situ measurements at the Atmospheric Radiation Measurement Program (ARM) South Great Plains site,,43,81.82%,42.86%
"""Assessment of multiple scattering and horizontal inhomogeneity in IR radiative",Assessment of multiple scattering and horizontal inhomogeneity in IR radiative transfer calculations of observed thin cirrus clouds,,7,100.00%,52.94%
"transfer calculations of observed thin cirrus clouds""",Thin cirrus clouds: Seasonal distribution over oceans deduced from Nimbus-4 IRIS,,179,14.29%,9.09%
